movie_id;title;genres;avg_rating;num_votes;budget;revenue;release_date;original_language;popularity;keywords
tt0073707;Sholay;Action,Adventure,Comedy;8.1;56077;408000;4800000;1975-08-15;hi;12.364;fight,village,police,bandit
tt0073802;Three Days of the Condor;Crime,Mystery,Thriller;7.4;56741;7800000;41509797;1975-09-24;en;13.316;cia,office,conspiracy,condor,christmas,political thriller
tt0074119;All the President's Men;Drama,History,Thriller;7.9;116367;8500000;70600000;1976-01-18;en;15.197;washington dc, usa,journalist,newspaper,burglar,fbi,wiretap,watergate scandal,plan,shadowing,politics,based on true story,conspiracy,newspaper man,watergate
tt0074156;Assault on Precinct 13;Action,Crime,Thriller;7.3;51165;150000;0;1976-11-05;en;11.088;ambush,street gang,child murder,blackout,siege,police,psychopath,horror,survival,shootout,gunfight,los angeles, california,brutality,convict,police station,silencer,jail cell,ice cream man  ,modern-day western,neo-western,ice cream truck,prison bus,claustrophobic,tense,horror western
tt0074285;Carrie;Horror,Mystery;7.4;189133;1800000;33800000;1976-11-03;en;38.502;based on novel or book,cemetery,isolation,stage,bible,telekinesis,revenge,unrequited love,prom,teacher,school,religion,cruelty,rage,humiliation,crucifix,praying,outsider,taunting,abusive mother,firestorm,school bullying
tt0074486;Eraserhead;Fantasy,Horror;7.3;117237;100000;7000000;1977-03-19;en;14.486;baby,mutant,claustrophobia,nightmare,parents-in-law,pencil,surrealism,torture,parallel world,cult film
tt0074812;Logan's Run;Action,Adventure,Sci-Fi;6.8;57168;9000000;25000000;1976-06-23;en;11.902;based on novel or book,killer robot,utopia,teleportation,post-apocalyptic future,dystopia,plastic surgery,escape,fugitive,robot,cult film,domed city,totalitarianism,population control
tt0074860;Marathon Man;Crime,Drama,Thriller;7.4;64622;6500000;21709020;1976-10-08;en;12.718;new york city,based on novel or book,diamond,nazi,government,conspiracy,theft,criminal,agent,dentist,rogue
tt0074958;Network;Drama;8.1;160106;3800000;23689877;1976-11-14;en;15.576;new york city,corruption,adultery,profit,tv ratings,satire,murder,corporate,reporter,co-workers relationship,tv show in film,meeting,news,fired,network,anchor,tv news anchor
tt0075005;The Omen;Horror,Mystery;7.5;121125;2800000;60922980;1976-06-25;en;25.801;monk,prophecy,ambassador,nanny,rottweiler,devil's son,revelation,photography,anti-christ,priest,decapitation,paranormal phenomena,cowardliness,baboon,archaeologist
tt0075029;The Outlaw Josey Wales;Western;7.8;74406;3700000;31800000;1976-07-14;en;15.879;loss of loved one,showdown,texas,settler,revenge,native american,comanche,american civil war,19th century
tt0075148;Rocky;Drama,Sport;8.1;574166;1000000;117250402;1976-11-21;en;66.246;underdog,philadelphia, pennsylvania,transporter,italian american,fight,love of one's life,publicity,boxer,independence,training,lovers,surprise,world champion,victory,sports,boxing
tt0075314;Taxi Driver;Crime,Drama;8.2;826729;1300000;28570902;1976-02-09;en;53.752;new york city,vietnam veteran,taxi,pornography,obsession,pimp,taxi driver,drug dealer,politician,firearm,vigilante,junk food,alienation,misanthrophy,illegal prostitution,character study,loner,neo-noir,child prostitution,new hollywood,drives
tt0075686;Annie Hall;Comedy,Romance;8.0;266072;4000000;38251425;1977-04-19;en;16.769;new york city,tennis,cocaine,narration,neurosis,comedian,job interview,sports,love,romantic comedy,singer,breaking the fourth wall,volkswagen beetle,lobster
tt0075784;A Bridge Too Far;Drama,History,War;7.4;57266;22000000;50750000;1977-06-15;en;21.609;netherlands,world war ii,bridge,allies,army,based on true story,mission,tank,soldier,1940s
tt0075860;Close Encounters of the Third Kind;Drama,Sci-Fi;7.6;202709;20000000;306889114;1977-11-18;en;19.292;wyoming, usa,indiana, usa,obsession,extraterrestrial technology,evacuation,blackout,flying saucer,secret base,light,contact,beguilement,exchange,ufo,alien,vision,missing person,mother ship,escapade,obsessive quest,life turned upside down,lightshow,potatoes
tt0076618;The Rescuers;Adventure,Animation,Comedy;6.9;64786;1200000;71215869;1977-06-22;en;20.323;kidnapping,mouse,baby-snatching,bottle,rescue,energy,rescue mission,mole,tide
tt0076666;Saturday Night Fever;Drama,Music;6.8;80823;3500000;237113184;1977-12-16;en;24.631;dancing master,dance performance,lover (female),musical,disco
tt0076729;Smokey and the Bandit;Action,Adventure,Comedy;6.9;51317;4300000;126737428;1977-05-26;en;13.145;dancer,sheriff,1970s,texas,anti hero,speed,bride,beer,friendship,smuggling (contraband),hamburger,biker,road trip,cop,truck,money,escape,double cross,driver,road movie,absurdism,radio cb,coca cola,transparent
tt0076752;The Spy Who Loved Me;Action,Adventure,Thriller;7.0;109767;14000000;185438673;1977-07-07;en;18.427;submarine,england,assassination,spy,cairo,sea,based on novel or book,terrorist,egypt,mass murder,pyramid,secret intelligence service,kgb,villain,nuclear missile,tanker,sphinx,sardinia, italy,warhead,jet ski,utopia,secret agent,murder,shark,killer,british secret service,snow skiing
tt0076759;Star Wars: Episode IV - A New Hope;Action,Adventure,Fantasy;8.6;1357560;11000000;775398007;1977-05-25;en;83.873;android,galaxy,hermit,smuggling (contraband),superhero,space,rescue mission,empire,rebellion,planet,desert,super power,space opera,galactic war,wizard,totalitarianism,speculative fiction
tt0076786;Suspiria;Horror;7.3;94757;0;2884265;1977-02-01;it;22.098;germany,witch,boarding school,ballet,whodunit,young woman,gothic,cult film,evil,coven (akelarre),ballet school
tt0077402;Dawn of the Dead;Horror,Thriller;7.8;121826;650000;55000000;1978-09-02;en;27.581;helicopter,materialism,machete,bite,chaos,martial law,state of emergency,rock gang,infection,army,biker,truck,gore,zombie,motorcycle gang,exploding head,cult film,mall,pittsburgh, pennsylvania
tt0077405;Days of Heaven;Drama,Romance;7.8;58638;0;0;1978-09-13;en;10.391;love triangle,chicago, illinois,husband wife relationship,texas,field,farm,marriage,love,poverty,class differences,farmer,jealous husband,harvest
tt0077416;The Deer Hunter;Drama,War;8.1;339443;15000000;50000000;1978-03-09;en;22.228;suicide,vietnam veteran,post traumatic stress disorder,pennsylvania, usa,small town,vietnam,saigon,friends,russian roulette,escape,wedding,deer hunting,steel worker,anti war,revolver,drunkenness,viet cong,romantic triangle,prisoner of war camp,slavic american
tt0077631;Grease;Comedy,Musical,Romance;7.2;276984;6000000;181813770;1978-07-07;en;39.198;flying car,street gang,car race,graduation,musical,high school,rivalry,dance competition,based on play or musical,high school friends,gossip,makeover,nostalgic,greaser,wolf whistle,school dance,animated credits,pep rally,wrong side of the tracks,mooning,school principal,1950s,sweethearts
tt0077651;Halloween;Horror,Thriller;7.7;281320;325000;70274000;1978-10-24;en;91.921;mask,babysitter,halloween,police,stalking,serial killer,marijuana,maniac,killing spree,family,evil,psychotic,escaped killer
tt0077745;Invasion of the Body Snatchers;Horror,Sci-Fi;7.4;61654;3500000;24946533;1978-12-19;en;16.119;san francisco, california,based on novel or book,1970s,psychoanalysis,remake,alien,apocalypse,alien invasion,alien infection,epidemic,biologist,doppelgänger
tt0077766;Jaws 2;Adventure,Horror,Thriller;5.8;79140;20000000;187884007;1978-06-16;en;27.995;mayor,island,shark attack,police chief,sailing,boat accident,dying and death,panic,current,animal attack,sequel,rescue,scuba diving,creature,shark,great white shark,killer whale,high-tension current,water skiing,tourism
tt0077928;Midnight Express;Biography,Crime,Drama;7.5;80607;2300000;35000000;1978-08-31;en;16.463;prison,airport,1970s,drug smuggling,attempt to escape,court,based on true story,escape,lawyer,torture,hashish,brutality,masturbation,istanbul, turkey
tt0077975;National Lampoon's Animal House;Comedy;7.4;121831;2700000;141000000;1978-07-27;en;16.355;college,fraternity,dean,fraternity house,national lampoon's,probation,1960s,college freshman,anarchic comedy
tt0078346;Superman;Action,Adventure,Sci-Fi;7.4;175748;55000000;300218018;1978-12-13;en;42.453;saving the world,journalist,crime fighter,secret identity,nuclear missile,galaxy,superhero,based on comic,destruction of planet,criminal,sabotage,super power,north pole,midwest,newspaper office,superhuman strength,aftercreditsstinger,save the day,evil genius,rural life
tt0078748;Alien;Horror,Sci-Fi;8.5;878150;11000000;104931801;1979-05-25;en;64.522;android,spacecraft,countdown,space marine,space suit,beheading,space travel,dystopia,biology,cowardice,space,alien,female protagonist,cult film,parasite,space opera,cosmos,xenomorph
tt0078788;Apocalypse Now;Drama,Mystery,War;8.5;665181;31500000;150000000;1979-08-15;en;33.56;cia,drug abuse,journalist,based on novel or book,guerrilla warfare,vietnam,vietnam war,vietcong,cambodia,secret mission,army,insanity,epic,surrealism,tribe,mission,green beret,jungle,descent into madness,brutality,riverboat,military,anti war
tt0078841;Being There;Comedy,Drama;8.0;73106;0;30177511;1979-12-19;en;12.341;washington dc, usa,based on novel or book,usa president,identity,autism,impotence,botanist
tt0078935;Cannibal Holocaust;Adventure,Horror;5.8;56384;100000;0;1980-02-07;it;49.67;rape,movie business,horror,controversy,tribe,jungle,torture,cannibal,south america,cult film,missing person,found footage,amazon rainforest,video nasty,amazon tribe
tt0079116;Escape from Alcatraz;Action,Biography,Crime;7.6;136605;8000000;43004381;1979-01-25;en;27.561;prison,san francisco, california,based on novel or book,island,alcatraz prison,prison warden,based on true story,prison escape,1960s,escape plan
tt0079367;The Jerk;Comedy;7.1;58792;4000000;100000000;1979-12-14;en;10.946;blow,neominstrelsy,phone book,sharecropper,tennis court
tt0079417;Kramer vs. Kramer;Drama;7.8;145940;8000000;106260000;1979-12-07;en;12.874;husband wife relationship,custody battle,marriage,divorce,family,couple,selfishness,manhattan, new york city,child custody,abandonment
tt0079470;Life of Brian;Comedy;8.0;399794;4000000;20745728;1979-08-17;en;17.769;jewry,roman empire,three kings,crucifixion,bethlehem,independence movement,satire,parody,religion,sermon on the mount,cult film,anarchic comedy
tt0079501;Mad Max;Action,Adventure,Sci-Fi;6.8;208450;300000;8771757;1979-04-12;en;31.769;chain,baby,exploitation,villain,bridge,post-apocalyptic future,dystopia,matter of life and death,australia,benzine,biker,vigilante,cop,partner,truck,motorcycle,motorcycle gang,exploding car,cult film,adventurer,action hero,good versus evil
tt0079522;Manhattan;Comedy,Drama,Romance;7.9;140807;9000000;39946780;1979-04-25;en;10.06;new york city,adultery,based on novel or book,lolita,love,mistress,writer,relationship,divorce,manhattan, new york city,married
tt0079574;Moonraker;Action,Adventure,Sci-Fi;6.2;102072;34000000;210308099;1979-06-26;en;27.529;venice, italy,based on novel or book,mass murder,rio de janeiro,space marine,space suit,marcus square,space battle,secret base,gondola,laser,utopia,space travel,boat chase,astronaut,british secret service,space shuttle,weightlessness,cable car
tt0079817;Rocky II;Drama,Sport;7.3;210413;7000000;85182160;1979-06-15;en;60.461;transporter,coma,husband wife relationship,intensive care,hero,love of one's life,publicity,boxer,training,world champion,victory,sports,hospital,boxing
tt0079944;Stalker;Drama,Sci-Fi;8.1;134562;120000;0;1979-05-25;ru;24.12;wish,guard,stalker,alien,strugatsky,writer,soldier,zone
tt0079945;Star Trek: The Motion Picture;Adventure,Mystery,Sci-Fi;6.4;90889;35000000;139000000;1979-12-07;en;24.32;artificial intelligence,man vs machine,san francisco, california,self sacrifice,starship,spacecraft,teleportation,space opera,reunited friends,outer space
tt0080120;The Warriors;Action,Crime,Thriller;7.5;103385;4000000;22490039;1979-02-09;en;27.973;new york city,street gang,disc jockey,gang war,gangster,coney island,gang,gang member,cult film,new york subway,girl gang,warrior,the warriors
tt0080339;Airplane!;Comedy;7.7;239969;3500000;83453539;1980-07-02;en;27.704;alcohol,cataclysm,guitar,medicine,taxi driver,passenger,saxophone,stewardess,pilot,airplane,fear of flying,air controller,landing,autopilot,kiss,parody,food poisoning,spoof,alcohol abuse,aftercreditsstinger,inflatable life raft,anarchic comedy,chicago,ptsd,los angeles
tt0080453;The Blue Lagoon;Adventure,Drama,Romance;5.8;71057;4500000;58853106;1980-07-05;en;34.428;sexual identity,shipwreck,lovers,stranded,marooned,pacific island,deserted island,tropical island,lost at sea
tt0080455;The Blues Brothers;Action,Adventure,Comedy;7.9;200324;27000000;115229890;1980-06-16;en;18.69;dancing,prison,chicago, illinois,country music,nun,jazz,blues,nazi,musical,concert,music instrument,shopping mall,road trip,church,buddy,parole
tt0080487;Caddyshack;Comedy,Sport;7.2;118706;6000000;39846344;1980-07-25;en;14.192;competition,lightning,golf,underwear,sports,coming of age,class differences,explosion,country club,gopher
tt0080678;The Elephant Man;Biography,Drama;8.2;241431;5000000;26010864;1980-10-09;en;17.638;exploitation,biography,based on true story,hospital,curiosity,sideshow,disfigurement,physical deformity,freak,19th century,dignity
tt0080684;Star Wars: Episode V - The Empire Strikes Back;Action,Adventure,Fantasy;8.7;1284956;18000000;538400000;1980-05-20;en;36.195;rebel,android,asteroid,spacecraft,space battle,snowstorm,space colony,swamp,rebellion,space opera,artic
tt0080745;Flash Gordon;Action,Adventure,Sci-Fi;6.5;57153;35000000;27107960;1980-09-01;en;17.113;emperor,solar eclipse,prince,fighter,deception,alien planet,duel,scientist,cult film,space opera,action hero,floating city,giant forest
tt0080749;The Fog;Horror,Thriller;6.8;75570;1000000;21378361;1980-02-08;en;21.338;prophecy,sea,beach,gold,small town,beheading,sword,narration,fog,leprosy,ship,lighthouse,church
tt0080761;Friday the 13th;Horror,Mystery,Thriller;6.4;141517;550000;59754601;1980-05-09;en;62.884;new jersey,drowning,lake,villain,cabin,sadism,summer camp,woods,revenge,murder,stalking,serial killer,camp,slasher,summer,series of murders,1950s,teenager
tt0080801;The Gods Must Be Crazy;Adventure,Comedy;7.3;56597;5000000;60000000;1980-09-10;en;41.083;africa,airplane,botswana,god,tribe,desert,soda bottle,kalahari,bushman,tribal
tt0081283;Ordinary People;Drama;7.7;52717;6000000;54766923;1980-09-19;en;10.602;post traumatic stress disorder,chicago, illinois,based on novel or book,depression,suicide attempt,middle class,grief,dysfunctional family,psychiatrist,guilt,grieving
tt0081398;Raging Bull;Biography,Drama,Sport;8.2;353898;18000000;23000000;1980-11-14;en;19.138;transporter,jealousy,violent husband,paranoia,boxer,brother,biography,fistfight,broken nose,sports,domestic violence,over-the-hill fighter
tt0081455;Scanners;Horror,Sci-Fi,Thriller;6.7;56320;4100000;14225876;1981-01-14;en;10.42;telepathy,telekinesis,mind control,psychic power,murder,mind reading,paranormal phenomena,scientist,exploding head,drugs
tt0081505;The Shining;Drama,Horror;8.4;1016205;19000000;44781695;1980-05-23;en;58.406;hotel,based on novel or book,isolation,hotelier,colorado,delusion,loneliness,caretaker,vision,psychological thriller,writer,alcoholic,cult film,snowed in,haunted hotel,writers-block
tt0081573;Superman II;Action,Adventure,Sci-Fi;6.8;108172;54000000;190458706;1980-12-04;en;26.254;saving the world,niagara falls,sequel,superhero,based on comic,loss of virginity,criminal,super power,phantom zone,rocket fired grenade,crystal machine,superhuman strength,duringcreditsstinger
tt0081633;Time Bandits;Adventure,Comedy,Fantasy;6.9;64260;5000000;42365581;1981-07-13;en;12.283;dwarf,treasure,map,magic,robin hood,time travel,napoleon bonaparte,titanic,cage,pig,satire,steampunk,minotaur,tank,burglary,cult film,arm wrestling,ancient greece,giant,ogre,turned into animal
tt0082010;An American Werewolf in London;Comedy,Horror;7.5;108954;10000000;31973249;1981-08-21;en;32.997;london, england,nurse,loss of loved one,intensive care,zoo,dying and death,transformation,full moon,black humor,london underground,yorkshire,rural area,werewolf,creature,moor (terrain),cult film,british pub,dream sequence,hikers,london zoo,practical special effects
tt0082085;Blow Out;Crime,Drama,Mystery;7.4;54366;18000000;12000000;1981-07-24;en;17.281;philadelphia, pennsylvania,audio tape,hitman,presidential election,yell,politics,faithlessness,conspiracy,tape recorder,whodunit,car accident,audio recording,sound effect,neo-noir,noise
tt0082096;The Boat;Drama,War;8.4;251244;14000000;85000000;1981-09-17;de;24.838;submarine,based on novel or book,atlantic ocean,gibraltar,world war ii,duty,war correspondent,suicide mission,drinking,sailor,convoy,destroyer,naval warfare,naval battle,battle of the atlantic
tt0082158;Chariots of Fire;Biography,Drama,Sport;7.1;60964;5500000;58972904;1981-05-15;en;16.008;underdog,scotland,missionary,jewry,patriotism,mayor,praline,olympic games,olympian sports team,ambition,sports,based on true story,athletics,olympic athlete,cambridge university
tt0082198;Conan the Barbarian;Action,Adventure,Fantasy;6.9;150695;20000000;79114085;1982-04-02;en;24.835;based on novel or book,gladiator,repayment,fight,mythology,magic,black magic,warlord,stone age,despot,epic,thief,barbarian,wizard,warrior,serpent,action hero,sword and sorcery,mysticism,good versus evil
tt0082340;Escape from New York;Action,Adventure,Sci-Fi;7.1;143660;6000000;50244700;1981-05-23;en;17.833;new york city,taxi,street gang,martial arts,usa president,war veteran,hostage,kidnapping,liberation of prisoners,anti hero,gangster,villain,post-apocalyptic future,dystopia,police operation,attempt to escape,wrestling,rescue mission,cyberpunk,urban setting,cult film,reluctant hero
tt0082348;Excalibur;Adventure,Drama,Fantasy;7.3;62566;11000000;34967437;1981-04-10;en;14.943;holy grail,love triangle,england,prophecy,adultery,witch,mythology,magic,fog,castle,knight,vision,king arthur,tournament,duel,battle,mist,excalibur,wizard,lancelot
tt0082398;For Your Eyes Only;Action,Adventure,Thriller;6.7;102283;28000000;195312802;1981-06-23;en;24.585;london, england,submarine,england,sea,assassin,mountain,undercover,olympic games,drug trafficking,secret mission,secret intelligence service,kgb,coral reef,ski jump,parrot,cryptographic device,smuggling (contraband),figure skating,motorcycle,monastery,british secret service,snow skiing
tt0082406;The Fox and the Hound;Adventure,Animation,Drama;7.2;94113;12000000;29800000;1981-07-10;en;62.249;based on novel or book,fox,friendship,dog,animal,hunting,unlikely friendship,pets
tt0082418;Friday the 13th Part 2;Horror,Mystery,Thriller;6.1;69726;1250000;21722776;1981-05-01;en;51.906;new jersey,sadism,summer camp,psychopath,woods,mysterious man,serial killer,summer,massacre,series of murders,teenager
tt0082495;Halloween II;Horror;6.5;93226;2500000;25533818;1981-10-30;en;42.828;sheriff,mask,halloween,hospital
tt0082517;History of the World: Part I;Comedy,History,Musical;6.8;50121;11000000;31672907;1981-06-12;en;17.988;inquisition,moses,roman empire,french revolution,musical,stone age,anthology,cavemen,18th century,louis xvi,peplum,timeline,nero,prehistory,15th century,spanish inquisition
tt0082694;The Road Warrior;Action,Adventure,Sci-Fi;7.6;181632;2000000;24600832;1981-12-24;en;35.58;explosive,boomerang,mask,exploitation,pilot,villain,chase,post-apocalyptic future,dystopia,deal,feral child,australia,community,ex-cop,truck,sequel,oil,wasteland,gang rape,motorcycle gang,dog,desolate,oil refinery,music box,adventurer,oil tanker,wanderer,action hero,good versus evil
tt0082971;Indiana Jones and the Raiders of the Lost Ark;Action,Adventure;8.4;961771;18000000;389925971;1981-06-12;en;53.244;saving the world,riddle,nepal,himalaya mountain range,cairo,moses,egypt,whip,treasure,medallion,leather jacket,nazi,hat,mediterranean,ark of the covenant,ten commandments,treasure hunt,excavation,swastika,archaeologist,adventurer,archeology,religious history,1930s
tt0083131;Stripes;Comedy,War;6.8;74655;10000000;85300000;1981-06-25;en;13.688;date,ex-girlfriend,us army,military spoof
tt0083511;48 Hrs.;Action,Comedy,Crime;6.9;78821;12000000;78868508;1982-12-07;en;17.071;prison,san francisco, california,knife,partner,revenge,convict,buddy cop,tough cop,fake fight,dysfunctional relationship
tt0083530;Airplane II: The Sequel;Comedy,Sci-Fi;6.1;53359;0;27150534;1982-12-10;en;18.544;moon,space marine,coffee,space travel,sequel,spoof,bomb planting,aftercreditsstinger,anarchic comedy
tt0083658;Blade Runner;Action,Drama,Sci-Fi;8.1;766721;28000000;41722424;1982-06-25;en;37.637;artificial intelligence,flying car,bounty hunter,android,based on novel or book,dystopia,genetics,futuristic,fugitive,cyberpunk,los angeles, california,cult film,tech noir,neo-noir,blade runner,2010s
tt0083791;The Dark Crystal;Adventure,Family,Fantasy;7.1;67496;15000000;40577001;1982-12-17;en;15.688;liberation,castle,mythical creature,mission,puppetry,fantasy world,crystal
tt0083866;E.T. the Extra-Terrestrial;Adventure,Family,Sci-Fi;7.9;409249;10500000;792965500;1982-06-11;en;38.451;farewell,loss of loved one,homesickness,nasa,extraterrestrial technology,operation,space marine,riding a bicycle,flying saucer,prosecution,halloween,flowerpot,finger,single,alien,single mother
tt0083907;The Evil Dead;Horror;7.4;211170;350000;29400000;1981-09-10;en;59.355;falsely accused,audio tape,aggression,log cabin,chain saw,giant plant,lodge,friends,stop motion,zombie,cult film,evil,occult,book of the dead,necronomicon,demonic possession
tt0083922;Fanny and Alexander;Drama;8.1;64018;6000000;6795771;1982-12-17;sv;10.708;sibling relationship,loss of loved one,sweden,bishop,dying and death,funeral,theatre group,child prodigy,ghost,christmas,early 1900s
tt0083929;Fast Times at Ridgemont High;Comedy,Drama;7.1;106358;4500000;27092880;1982-08-13;en;14.379;rock 'n' roll,based on novel or book,friendship,high school,shopping mall,bong,teacher,coming of age,marijuana,loss of virginity,drug humor,teen movie,stoner,irreverence,teen comedy,woman director,teenager
tt0083944;First Blood;Action,Adventure,Thriller;7.7;253319;15000000;125212904;1982-10-22;en;57.683;prison,vietnam veteran,falsely accused,police brutality,sheriff,guerrilla warfare,submachine gun,gun,hero,destroy,self-defense,vietnam,vietnam war,prosecution,dying and death,police operation,attempt to escape,matter of life and death,tramp,national guard,firearm,police,escape,rural area,antihero
tt0083972;Friday the 13th Part III;Horror,Thriller;5.6;54759;4000000;36690067;1982-08-13;en;40.679;lake,sadism,summer camp,psychopath,horror,woods,murder,slaughter,serial killer,slasher,summer,series of murders,blood lust,one by one,supernatural horror,3d,young girls,slaughtering,california, usa
tt0083987;Gandhi;Biography,Drama;8.1;232049;22000000;77737889;1982-11-30;en;14.56;muslim,demonstration,world war ii,imprisonment,release from prison,hunger strike,colony,hindu,independence,british army,political negotiations,conference,nonviolent resistance,apartheid,british empire,protest,independence movement,strike,biography,freedom,prayer,idealism,idealist,based on true story,fighting the system
tt0084434;An Officer and a Gentleman;Drama,Romance;7.0;57299;7500000;129795554;1982-07-28;en;20.06;love of one's life,navy
tt0084503;Pink Floyd: The Wall;Drama,Fantasy,Music;8.0;81518;12000000;22244207;1982-07-14;en;15.114;berlin wall,paranoia,rock star,wall,descent into madness,cult film,rock musical,adult animation
tt0084516;Poltergeist;Horror,Thriller;7.3;165743;10700000;122200000;1982-06-04;en;37.257;parent child relationship,medium,ghostbuster,poltergeist,haunted house,dying and death,family relationships,suburbia,paranormal phenomena,power of goodness,haunted
tt0084602;Rocky III;Drama,Sport;6.8;191943;17000000;270000000;1982-05-28;en;62.216;transporter,trainer,boxer,dying and death,comeback,training,world champion,challenger,rematch,defeat,victory,sports,revenge,fame,wealth,boxing
tt0084726;Star Trek II: The Wrath of Khan;Action,Adventure,Sci-Fi;7.7;122301;12000000;96800000;1982-06-04;en;13.175;life and death,genesis,asteroid,self sacrifice,starship,midlife crisis,spacecraft,terraforming,simulator,cadet,radiation,teleportation,uss reliant,genetics,revenge,weapon of mass destruction,space opera,mentor protégé relationship,outer space
tt0084787;The Thing;Horror,Mystery,Sci-Fi;8.2;424420;15000000;19629760;1982-06-25;en;45.88;based on novel or book,spacecraft,space marine,paranoia,mutation,snowstorm,research station,alien life-form,remake,alien,creature,antarctica,shape shifting alien,alien infection,cult film,sled dogs,alien monster,alien parasites,isolated place
tt0084805;Tootsie;Comedy,Drama,Romance;7.4;107656;21000000;177200000;1982-12-17;en;16.205;new york city,infidelity,love,friends,cross dressing,agent,reputation,unemployed actor,serenade,apology,live television
tt0084827;TRON;Action,Adventure,Sci-Fi;6.7;122417;17000000;33000000;1982-07-09;en;17.297;video game,hacker,simulation,super computer,utopia,simulated reality ,virtual reality,dystopia,computer simulation,arcade game,light cycle
tt0085333;Christine;Horror,Thriller;6.7;84525;9700000;21200000;1983-05-11;en;26.879;anthropomorphism,animate car,smart car,overprotective parent,inanimate objects come to life
tt0085334;A Christmas Story;Comedy,Family;7.9;148629;3300000;20653717;1983-11-18;en;19.138;holiday,nostalgia,snow,young boy,chinese restaurant,tongue,christmas tree dealer,mall santa,christmas,1940s
tt0085407;The Dead Zone;Drama,Horror,Sci-Fi;7.2;71037;10000000;20766616;1983-10-21;en;19.741;coma,sheriff,based on novel or book,sacrifice,flashback,premonition,vision,doctor,car accident,series of murders,psychic,dark hero,gothic,madness
tt0085549;Flashdance;Drama,Music,Romance;6.2;54324;7000000;201500000;1983-04-14;en;18.947;dancing,dance,locksmith
tt0085636;Halloween III: Season of the Witch;Horror,Mystery,Sci-Fi;5.1;55553;2500000;14400000;1982-10-22;en;38.67;commercial,factory,gas station,curfew,mask,halloween,cult,hospital,doctor,death,surveillance camera,stonehenge
tt0085794;The King of Comedy;Comedy,Crime,Drama;7.8;104515;20000000;2536000;1982-12-18;en;12.06;prison,show business,entertainer,fbi,blackmail,studio,receptionist
tt0085959;The Meaning of Life;Comedy,Musical;7.5;120499;9000000;14949697;1983-03-31;en;13.506;sense of life,comedian,satire,sketch,cult film,aftercreditsstinger,duringcreditsstinger,vignette,the meaning of life,anarchic comedy
tt0085995;National Lampoon's Vacation;Adventure,Comedy;7.3;110199;15000000;61399552;1983-07-28;en;49.812;relatives,road trip,domestic life,family vacation,family holiday,theme park,duringcreditsstinger
tt0086006;Never Say Never Again;Action,Adventure,Thriller;6.1;68713;36000000;160000000;1983-10-07;en;21.962;video game,spy,bahamas,stealing,scuba diving,scuba,british secret service
tt0086034;Octopussy;Action,Adventure,Thriller;6.5;106855;27500000;187500000;1983-06-05;en;33.775;circus,atomic bomb,eastern block,octopus,crocodile,secret intelligence service,kgb,snake charmer,hot air balloon,east berlin,british secret service
tt0086066;The Outsiders;Crime,Drama;7.1;87249;10000000;33697647;1983-03-25;en;29.598;street gang,based on novel or book,children's home,coming of age,gang,juvenile delinquent,tulsa, oklahoma,based on young adult novel,teenager
tt0086190;Star Wars: Episode VI - Return of the Jedi;Action,Adventure,Fantasy;8.3;1048898;32350000;572700000;1983-05-25;en;28.357;sibling relationship,rebel,spacecraft,emperor,space battle,matter of life and death,forest,jabba the hutt,ewoks,desert,space opera
tt0086197;The Right Stuff;Adventure,Biography,Drama;7.8;61913;27000000;21500000;1983-10-20;en;12.66;based on novel or book,nasa,answering machine,cold war,pilot,u.s. air force,space travel,politics,historical figure,epic,flight,astronaut,space race,test pilot,1940s,1950s,1960s,sound barrier,space program
tt0086200;Risky Business;Comedy,Crime,Drama;6.8;92192;6200000;63541777;1983-08-05;en;16.323;brothel,high school,coming of age,prostitution
tt0086250;Scarface;Crime,Drama;8.3;836514;25000000;66023329;1983-12-09;en;112.814;sibling relationship,miami, florida,corruption,loss of loved one,cuba,prohibition era,cocaine,gangster,rise and fall,remake,drug cartel,mafia,drug lord,bitterness,rise to power,miami beach,cuban refugees,drug war
tt0086393;Superman III;Action,Adventure,Comedy;5.0;70883;39000000;75850624;1983-06-17;en;18.681;saving the world,super computer,identity crisis,loss of powers,sequel,superhero,based on comic,hacking,super power,bowling alley,superhuman strength
tt0086425;Terms of Endearment;Comedy,Drama;7.4;60979;8000000;108423749;1983-11-20;en;10.467;loss of loved one,based on novel or book,parent child relationship,texas,cancer,astronaut,single mother,neighbor neighbor relationship,narcissistic mother
tt0086465;Trading Places;Comedy;7.5;152257;15000000;90404800;1983-06-07;en;28.729;philadelphia, pennsylvania,christmas party,christmas tree,rags to riches,broker,beggar,wager,fish out of water,millionaire,commodities,investor,big shot,hoodlum,wrongful arrest,gorilla costume,christmas,riches to rags,santa claus costume
tt0086541;Videodrome;Horror,Sci-Fi,Thriller;7.2;94500;5952000;2120439;1983-02-04;en;16.952;suicide,paranoia,black market,hallucination,radio presenter,toronto, canada,virtual reality,dystopia,insanity,sadomasochism,surrealism,cyberpunk,brainwashing,cult film,pittsburgh, pennsylvania,snuff film,pirate broadcast
tt0086567;WarGames;Action,Drama,Sci-Fi;7.1;101277;12000000;124600000;1983-06-03;en;18.539;video game,artificial intelligence,fbi,cold war,hacker,prosecution,norad,government,computer,nuclear threat
